Movie Title,Worldwide Box Office,International Box Office,Domestic Box Office,Total Expert Reviews,Avg Expert Score,Avg Positive Emotion
Sunshine,32030610.00,28342050.00,3688560.00,139,7.1079136690647482,2.6441726618705036
Match Point,87950928.00,64861002.00,23089926.00,139,6.2805755395683453,2.7453956834532374
The Big Short,133162752.00,62902882.00,70259870.00,139,7.8848920863309353,1.6906474820143885
War Horse,156815529.00,76932170.00,79883359.00,138,6.2681159420289855,3.6794202898550725
BlacKkKlansman,93411426.00,44136086.00,49275340.00,138,7.0144927536231884,2.0481884057971014
The Cloverfield Paradox,,,n/a,138,5.2898550724637681,3.1415942028985507
Munich,131492772.00,84113682.00,47379090.00,138,6.9855072463768116,3.3784057971014493
The Incredibles,631441092.00,370000000.00,261441092.00,138,9.0724637681159420,1.0589130434782609
Marriage Story,320349.00,320349.00,n/a,138,7.8768115942028986,2.2371739130434783
The Lighthouse,,,n/a,138,7.4637681159420290,2.0221739130434783
Life,5536354.00,5536354.00,n/a,137,5.8686131386861314,3.1823357664233577
Manchester by the Sea,77733867.00,30038496.00,47695371.00,137,6.9489051094890511,3.4105839416058394
Under the Skin,7229933.00,4615682.00,2614251.00,137,6.2043795620437956,2.2389051094890511
Charlie and the Chocolate Factory,475825484.00,269366408.00,206459076.00,137,6.2773722627737226,2.4438686131386861
Into the Woods,212550576.00,84548204.00,128002372.00,137,5.5255474452554745,2.3541605839416058
Inside Llewyn Davis,32943247.00,19695038.00,13248209.00,137,6.3284671532846715,2.4537956204379562
The Expendables,268268174.00,165199650.00,103068524.00,136,6.1911764705882353,2.6595588235294118
Minions,1159631140.00,823585370.00,336045770.00,135,5.1629629629629630,2.7856296296296296
Miami Vice,164920076.00,101441238.00,63478838.00,135,5.5185185185185185,3.1660000000000000
Extraction,1063836.00,1047061.00,16775.00,135,6.1629629629629630,2.1620740740740741
Across the Universe,29367143.00,5023470.00,24343673.00,135,7.0518518518518519,1.9621481481481481
Lost in Translation,117085297.00,72499844.00,44585453.00,135,7.1037037037037037,2.9751851851851852
The Green Hornet,229155503.00,130375461.00,98780042.00,135,5.8518518518518519,2.5960000000000000
Hacksaw Ridge,169023926.00,101814311.00,67209615.00,135,7.8592592592592593,3.0128888888888889
Harry Potter and the Chamber of Secrets,875454054.00,613029172.00,262424882.00,134,7.5895522388059701,1.7068656716417910
Sideways,109726800.00,38224497.00,71502303.00,134,5.7835820895522388,3.3455970149253731
Red Notice,173638.00,173638.00,n/a,134,6.0000000000000000,2.1214925373134328
Beowulf,195080579.00,112800000.00,82280579.00,134,6.4104477611940299,2.8432835820895522
Requiem for a Dream,7389233.00,3753751.00,3635482.00,134,8.3358208955223881,2.8294029850746269
Dreamgirls,155620350.00,52254394.00,103365956.00,133,7.1954887218045113,1.8558646616541353
Pineapple Express,102404019.00,15062639.00,87341380.00,133,6.6766917293233083,3.2120300751879699
Fast Five,630163454.00,420132129.00,210031325.00,133,7.1578947368421053,2.0336090225563910
Rocketman,192137020.00,95768860.00,96368160.00,133,7.3609022556390977,1.3903007518796992
Scream 4,95989590.00,57808662.00,38180928.00,133,6.7894736842105263,5.0424060150375940
The Dictator,180148897.00,120498675.00,59650222.00,133,6.1503759398496241,2.8057142857142857
Pandorum,17033431.00,6702578.00,10330853.00,133,7.8195488721804511,3.6288721804511278
Grown Ups,272223000.00,110221814.00,162001186.00,132,4.8484848484848485,3.5051515151515152
Hostel,82241110.00,34914637.00,47326473.00,132,5.3257575757575758,5.1604545454545455
127 Hours,60217171.00,41881941.00,18335230.00,132,7.8106060606060606,1.8810606060606061
American Gangster,267985456.00,137820811.00,130164645.00,132,7.1287878787878788,2.5193181818181818
The Island,163018913.00,127200000.00,35818913.00,131,7.9296875000000000,1.7644274809160305
Jack Reacher,217370736.00,137300000.00,80070736.00,131,5.9160305343511450,2.2723664122137405
Public Enemies,212282709.00,115178089.00,97104620.00,131,5.9465648854961832,3.8209923664122137
The Descendants,175507800.00,92882839.00,82624961.00,131,7.1832061068702290,2.2873282442748092
Tinker Tailor Soldier Spy,81428388.00,57278995.00,24149393.00,131,5.6488549618320611,2.0464885496183206
Sicko,36535837.00,11997324.00,24538513.00,131,8.0992366412213740,2.9899236641221374
The Artist,128113644.00,83446549.00,44667095.00,130,7.8615384615384615,1.2259230769230769
Corpse Bride,114770654.00,61411543.00,53359111.00,130,7.1076923076923077,2.9193076923076923
The Nice Guys,59596747.00,23334984.00,36261763.00,130,6.5461538461538462,2.3308461538461538
Carrie,82409520.00,47142901.00,35266619.00,130,5.4307692307692308,3.6561538461538462
Onward,133317030.00,71761885.00,61555145.00,129,7.7906976744186047,1.8741860465116279
Despicable Me 2,975216835.00,607151450.00,368065385.00,128,7.2812500000000000,1.7273437500000000
22 Jump Street,331333876.00,139614539.00,191719337.00,128,7.0781250000000000,1.3688281250000000
Marie Antoinette,60862471.00,44900000.00,15962471.00,126,5.9285714285714286,2.6692063492063492
The Help,213120004.00,43414417.00,169705587.00,126,8.0396825396825397,1.5699206349206349
Happy Feet,385000317.00,187000000.00,198000317.00,126,5.4285714285714286,2.6087301587301587
Ghost Rider,229545589.00,113742993.00,115802596.00,125,5.2560000000000000,3.6730400000000000
Rachel Getting Married,17475475.00,4678614.00,12796861.00,125,4.9600000000000000,4.2208800000000000
Saw II,152925093.00,65900000.00,87025093.00,125,6.2400000000000000,2.9156000000000000
The Fault in Our Stars,307166834.00,182294484.00,124872350.00,125,6.7600000000000000,3.1133600000000000
Horrible Bosses,212417601.00,94879042.00,117538559.00,125,6.7680000000000000,3.1191200000000000
Booksmart,24949770.00,2268808.00,22680962.00,125,6.7120000000000000,1.9675200000000000
Night at the Museum,579446407.00,328583139.00,250863268.00,125,6.9120000000000000,2.2566400000000000
The Town,152566881.00,60380619.00,92186262.00,125,7.5440000000000000,1.5888800000000000
Movie 43,31164747.00,22324294.00,8840453.00,125,2.8480000000000000,4.6135200000000000
Green Book,320029388.00,234949217.00,85080171.00,125,8.0720000000000000,1.5285600000000000
Limitless,155564919.00,76315464.00,79249455.00,124,6.7580645161290323,1.9849193548387097
Jumper,222640812.00,142468684.00,80172128.00,122,5.2459016393442623,2.9524590163934426
Skyline,68264973.00,46848618.00,21416355.00,122,3.3114754098360656,4.5871311475409836
Kung Fu Panda 2,664837547.00,499588484.00,165249063.00,122,8.2459016393442623,1.6318852459016393
San Andreas,456258539.00,301067707.00,155190832.00,122,5.3934426229508197,3.5681967213114754
Hardcore Henry,17187434.00,7935396.00,9252038.00,122,7.5983606557377049,2.3666393442622951
47 Ronin,151716815.00,113354340.00,38362475.00,122,6.2295081967213115,3.0247540983606557
Encanto,228063295.00,132115435.00,95947860.00,121,7.2396694214876033,1.4989256198347107
The Bourne Legacy,280355920.00,167152050.00,113203870.00,121,5.6198347107438017,2.2841322314049587
Paul,101162106.00,63749161.00,37412945.00,120,6.9833333333333333,2.1385833333333333
Seven Pounds,166617328.00,96665504.00,69951824.00,120,6.4000000000000000,4.6222500000000000
Kung Fu Panda,631910531.00,416475940.00,215434591.00,120,8.4285714285714286,1.2043333333333333
Sinister,87727807.00,39640904.00,48086903.00,120,6.9750000000000000,6.4269166666666667
The Illusionist,83792062.00,43923420.00,39868642.00,119,8.0588235294117647,1.2721848739495798
Flight,160558438.00,66786063.00,93772375.00,119,7.0336134453781513,1.9706722689075630
The Good Dinosaur,333771037.00,210683917.00,123087120.00,119,6.1428571428571429,2.6293277310924370
Hanna,65343694.00,25084575.00,40259119.00,119,6.7731092436974790,2.2211764705882353
Shaun of the Dead,29832586.00,16289712.00,13542874.00,119,8.5798319327731092,2.1191596638655462
Real Steel,263880341.00,178417032.00,85463309.00,118,6.9406779661016949,2.6210169491525424
A Nightmare on Elm Street,117729621.00,54654610.00,63075011.00,118,4.4745762711864407,5.3827966101694915
Shrek the Third,807330936.00,484610992.00,322719944.00,118,5.5932203389830508,3.3781355932203390
The Day the Earth Stood Still,237370350.00,158003372.00,79366978.00,118,4.0677966101694915,5.4666101694915254
Steve Jobs,35579007.00,17812349.00,17766658.00,118,6.6101694915254237,1.7895762711864407
Walk the Line,187707495.00,68188093.00,119519402.00,117,7.7606837606837607,1.5667521367521368
Jurassic Park III,365900000.00,184733885.00,181166115.00,117,5.4695652173913043,3.6926495726495726
Doom,58757178.00,30544841.00,28212337.00,117,5.5897435897435897,4.3968376068376068
Bridge to Terabithia,137984788.00,55750649.00,82234139.00,117,6.8632478632478632,3.1520512820512821
Spring Breakers,31149251.00,17024965.00,14124286.00,117,4.9059829059829060,3.0766666666666667
Friday the 13th,92670237.00,27668218.00,65002019.00,117,5.4529914529914530,4.9547863247863248
Bridge of Spies,162498338.00,90184584.00,72313754.00,116,7.5517241379310345,2.0199137931034483
Riddick,94763758.00,52738623.00,42025135.00,116,6.8362068965517241,3.0047413793103448
August Rush,64605762.00,32941600.00,31664162.00,116,7.3448275862068966,2.7043965517241379
The Road,29206732.00,21092462.00,8114270.00,116,7.3448275862068966,3.2854310344827586
The Expendables 2,311979256.00,226951064.00,85028192.00,116,7.1637931034482759,2.0388793103448276
The Woman in Black,128955898.00,74622608.00,54333290.00,115,6.6434782608695652,5.1542608695652174
Max Payne,87775050.00,47085657.00,40689393.00,115,5.0956521739130435,2.9846956521739130
The Matrix Revolutions,427300260.00,288029350.00,139270910.00,115,6.0695652173913043,3.1496521739130435
Dark Shadows,238202668.00,158475519.00,79727149.00,115,5.4956521739130435,2.4493043478260870
American Psycho,34270285.00,19200000.00,15070285.00,115,8.3771929824561404,2.0615652173913043
In Bruges,34533783.00,26732958.00,7800825.00,114,8.0789473684210526,1.7451754385964912
Melancholia,21817298.00,18786450.00,3030848.00,114,6.4912280701754386,3.9595614035087719
Rent,31670620.00,2593073.00,29077547.00,114,7.0087719298245614,2.3807017543859649
The Strangers,83051676.00,30454066.00,52597610.00,114,5.3245614035087719,6.2121929824561404
Inside Man,185798265.00,97164028.00,88634237.00,113,7.0176991150442478,1.6376106194690265
Kubo and the Two Strings,77548122.00,29525034.00,48023088.00,113,7.8849557522123894,2.0299115044247788
The Blind Side,305705794.00,49746319.00,255959475.00,113,7.5132743362831858,1.5241592920353982
A Serious Man,30360570.00,21131782.00,9228788.00,113,6.3097345132743363,3.5726548672566372
Jack and Jill,150519217.00,76361060.00,74158157.00,112,2.8660714285714286,4.5352678571428571
Ted 2,217214143.00,135737758.00,81476385.00,112,5.9285714285714286,2.1677678571428571
The 5th Wave,111336398.00,76423416.00,34912982.00,112,6.1696428571428571,3.0698214285714286
The Perks of Being a Wallflower,33069303.00,15326355.00,17742948.00,112,8.0535714285714286,1.7838392857142857
The Lobster,18019834.00,8823556.00,9196278.00,112,5.2053571428571429,3.2205357142857143
Funny People,71880305.00,20025260.00,51855045.00,111,6.2342342342342342,2.6733333333333333
Jarhead,96947540.00,34300000.00,62647540.00,111,7.0450450450450450,4.1990090090090090
The New World,26184400.00,13472307.00,12712093.00,111,6.6396396396396396,2.5071171171171171
Dracula Untold,220241723.00,164249843.00,55991880.00,111,7.0000000000000000,2.5547747747747748
Rush,98230839.00,71283215.00,26947624.00,111,8.3693693693693694,1.0819819819819820
Grown Ups 2,247023808.00,113355283.00,133668525.00,111,3.5135135135135135,3.9403603603603604
The Pursuit of Happyness,307311093.00,144725057.00,162586036.00,111,6.8648648648648649,2.2584684684684685
Sex and the City,415247258.00,262600000.00,152647258.00,110,5.9090909090909091,3.1552727272727273
Hell or High Water,37566117.00,10558273.00,27007844.00,110,7.7545454545454545,2.4173636363636364
50/50,41334735.00,6318617.00,35016118.00,110,8.2181818181818182,2.2625454545454545
Letters from Iwo Jima,67867998.00,54111916.00,13756082.00,110,7.9090909090909091,4.6776363636363636
The Theory of Everything,123327692.00,87434155.00,35893537.00,109,7.4678899082568807,1.4885321100917431
Murder on the Orient Express,351767147.00,248940604.00,102826543.00,109,6.2935779816513761,2.2508256880733945
Death of a Nation,,,5885881.00,109,6.0917431192660550,2.8609174311926606
Gods of Egypt,138836756.00,107683292.00,31153464.00,108,5.0092592592592593,3.5712037037037037
Unplanned,21294302.00,2289193.00,19005109.00,108,6.4444444444444444,2.2964814814814815
The Muppets,160971922.00,72346000.00,88625922.00,108,7.9351851851851852,1.0882407407407407
Wrath of the Titans,305270083.00,221600000.00,83670083.00,108,5.0555555555555556,2.7891666666666667
Milk,57293371.00,25452072.00,31841299.00,108,7.5555555555555556,1.7176851851851852
Napoleon Dynamite,46122713.00,1581757.00,44540956.00,108,6.3148148148148148,3.0854629629629630
Megamind,321887208.00,173471355.00,148415853.00,107,7.5140186915887850,2.1033644859813084
The Adjustment Bureau,126931325.00,64435680.00,62495645.00,107,6.3551401869158879,1.6185981308411215
The Place Beyond the Pines,47011449.00,25607930.00,21403519.00,107,7.3867924528301887,1.4669158878504673
Neighbors,270944428.00,120857628.00,150086800.00,106,5.7735849056603774,2.1000943396226415
Warm Bodies,114834312.00,48453650.00,66380662.00,106,6.7075471698113208,1.9486792452830189
The Passion of the Christ,622313635.00,251530705.00,370782930.00,105,7.0761904761904762,3.1520000000000000
The Meg,527370715.00,381926973.00,145443742.00,105,5.6285714285714286,2.7032380952380952
The Dark Tower,113461527.00,62760202.00,50701325.00,105,4.7523809523809524,2.8217142857142857
Red Eye,96666486.00,38774683.00,57891803.00,105,6.2967032967032967,2.3644761904761905
Dumb and Dumber To,156553592.00,70345582.00,86208010.00,105,5.1714285714285714,4.3271428571428571
It Comes at Night,19720203.00,5735086.00,13985117.00,105,5.4857142857142857,3.9295238095238095
The Favourite,95872148.00,61505365.00,34366783.00,105,5.9523809523809524,3.4066666666666667
Wedding Crashers,283218368.00,74000000.00,209218368.00,104,6.8000000000000000,1.9045192307692308
Immortals,211562435.00,128058418.00,83504017.00,104,6.0388349514563107,3.1929807692307692
Paranormal Activity 2,177512032.00,92759125.00,84752907.00,104,5.3461538461538462,4.6652884615384615
Crimson Peak,74966854.00,43876534.00,31090320.00,103,6.4757281553398058,3.4310679611650485
Transcendence,103039258.00,80016949.00,23022309.00,103,6.0000000000000000,2.7964077669902913
Vantage Point,150886329.00,78620023.00,72266306.00,103,5.6078431372549020,2.7769902912621359
The Power of the Dog,245378.00,245378.00,n/a,103,6.2621359223300971,2.9121359223300971
Hairspray,202822861.00,83951012.00,118871849.00,102,7.6372549019607843,1.5529411764705882
Eastern Promises,56077088.00,38895823.00,17181265.00,102,7.1500000000000000,4.0353921568627451
The Devil Wears Prada,326073155.00,201332695.00,124740460.00,102,7.2647058823529412,2.4472549019607843
Rio,487519809.00,343900000.00,143619809.00,102,7.5196078431372549,1.2482352941176471
Nobody,57510518.00,29942483.00,27568035.00,102,7.6078431372549020,1.8767647058823529
Music,639055.00,639055.00,n/a,102,7.2549019607843137,2.7245098039215686
Cars 3,383541369.00,230640254.00,152901115.00,102,7.2941176470588235,1.8306862745098039
Cinderella,542351353.00,341200000.00,201151353.00,102,7.4554455445544554,1.1503921568627451
Ultraviolet,30962112.00,12440048.00,18522064.00,102,3.6372549019607843,4.7660784313725490
Fantastic Four,167849187.00,111731639.00,56117548.00,101,5.4950495049504950,3.2349504950495050
Project X,103028188.00,48296323.00,54731865.00,101,5.4653465346534653,3.2635643564356436
The Secret Life of Pets,885302500.00,516918170.00,368384330.00,101,6.3366336633663366,1.5598019801980198
Red Sparrow,145951861.00,99077356.00,46874505.00,101,5.7623762376237624,3.6134653465346535
Room,36315730.00,21638056.00,14677674.00,101,8.2277227722772277,2.6110891089108911
